,feature_name,range,frequency_mhz
743,150-250__249.066667MHz,150-250,249.066667
744,150-250__249.200000MHz,150-250,249.2
745,150-250__249.333333MHz,150-250,249.333333
746,150-250__249.466667MHz,150-250,249.466667
747,150-250__249.600000MHz,150-250,249.6
748,150-250__249.733333MHz,150-250,249.733333
749,150-250__249.866667MHz,150-250,249.866667
750,150-250__250.000000MHz,150-250,250.0
751,350__250.000000MHz,350,250.0
752,350__250.133333MHz,350,250.133333
753,350__250.266667MHz,350,250.266667
754,350__250.400000MHz,350,250.4
755,350__250.533333MHz,350,250.533333
756,350__250.666667MHz,350,250.666667
757,350__250.800000MHz,350,250.8
758,350__250.933333MHz,350,250.933333
759,350__251.066667MHz,350,251.066667
760,350__251.200000MHz,350,251.2
761,350__251.333333MHz,350,251.333333
762,350__251.466667MHz,350,251.466667
763,350__251.600000MHz,350,251.6
764,350__251.733333MHz,350,251.733333
765,350__251.866667MHz,350,251.866667
766,350__252.000000MHz,350,252.0
767,350__252.133333MHz,350,252.133333
768,350__252.266667MHz,350,252.266667
769,350__252.400000MHz,350,252.4
770,350__252.533333MHz,350,252.533333
771,350__252.666667MHz,350,252.666667
772,350__252.800000MHz,350,252.8
773,350__252.933333MHz,350,252.933333
774,350__253.066667MHz,350,253.066667
775,350__253.200000MHz,350,253.2
776,350__253.333333MHz,350,253.333333
777,350__253.466667MHz,350,253.466667
778,350__253.600000MHz,350,253.6
779,350__253.733333MHz,350,253.733333
780,350__253.866667MHz,350,253.866667
781,350__254.000000MHz,350,254.0
782,350__254.133333MHz,350,254.133333
783,350__254.266667MHz,350,254.266667
784,350__254.400000MHz,350,254.4
785,350__254.533333MHz,350,254.533333
786,350__254.666667MHz,350,254.666667
787,350__254.800000MHz,350,254.8
788,350__254.933333MHz,350,254.933333
789,350__255.066667MHz,350,255.066667
790,350__255.200000MHz,350,255.2
791,350__255.333333MHz,350,255.333333
792,350__255.466667MHz,350,255.466667
793,350__255.600000MHz,350,255.6
794,350__255.733333MHz,350,255.733333
795,350__255.866667MHz,350,255.866667
796,350__256.000000MHz,350,256.0
797,350__256.133333MHz,350,256.133333
798,350__256.266667MHz,350,256.266667
799,350__256.400000MHz,350,256.4
800,350__256.533333MHz,350,256.533333
801,350__256.666667MHz,350,256.666667
802,350__256.800000MHz,350,256.8
803,350__256.933333MHz,350,256.933333
804,350__257.066667MHz,350,257.066667
805,350__257.200000MHz,350,257.2
806,350__257.333333MHz,350,257.333333
807,350__257.466667MHz,350,257.466667
808,350__257.600000MHz,350,257.6
809,350__257.733333MHz,350,257.733333
810,350__257.866667MHz,350,257.866667
811,350__258.000000MHz,350,258.0
812,350__258.133333MHz,350,258.133333
813,350__258.266667MHz,350,258.266667
814,350__258.400000MHz,350,258.4
815,350__258.533333MHz,350,258.533333
816,350__258.666667MHz,350,258.666667
817,350__258.800000MHz,350,258.8
818,350__258.933333MHz,350,258.933333
819,350__259.066667MHz,350,259.066667
820,350__259.200000MHz,350,259.2
821,350__259.333333MHz,350,259.333333
822,350__259.466667MHz,350,259.466667
823,350__259.600000MHz,350,259.6
824,350__259.733333MHz,350,259.733333
825,350__259.866667MHz,350,259.866667
826,350__260.000000MHz,350,260.0
827,350__260.133333MHz,350,260.133333
828,350__260.266667MHz,350,260.266667
829,350__260.400000MHz,350,260.4
830,350__260.533333MHz,350,260.533333
831,350__260.666667MHz,350,260.666667
832,350__260.800000MHz,350,260.8
833,350__260.933333MHz,350,260.933333
834,350__261.066667MHz,350,261.066667
835,350__261.200000MHz,350,261.2
836,350__261.333333MHz,350,261.333333
837,350__261.466667MHz,350,261.466667
838,350__261.600000MHz,350,261.6
839,350__261.733333MHz,350,261.733333
840,350__261.866667MHz,350,261.866667
841,350__262.000000MHz,350,262.0
842,350__262.133333MHz,350,262.133333
843,350__262.266667MHz,350,262.266667
844,350__262.400000MHz,350,262.4
845,350__262.533333MHz,350,262.533333
846,350__262.666667MHz,350,262.666667
847,350__262.800000MHz,350,262.8
848,350__262.933333MHz,350,262.933333
849,350__263.066667MHz,350,263.066667
850,350__263.200000MHz,350,263.2
851,350__263.333333MHz,350,263.333333
852,350__263.466667MHz,350,263.466667
853,350__263.600000MHz,350,263.6
854,350__263.733333MHz,350,263.733333
855,350__263.866667MHz,350,263.866667
856,350__264.000000MHz,350,264.0
857,350__264.133333MHz,350,264.133333
858,350__264.266667MHz,350,264.266667
859,350__264.400000MHz,350,264.4
860,350__264.533333MHz,350,264.533333
861,350__264.666667MHz,350,264.666667
862,350__264.800000MHz,350,264.8
863,350__264.933333MHz,350,264.933333
864,350__265.066667MHz,350,265.066667
865,350__265.200000MHz,350,265.2
866,350__265.333333MHz,350,265.333333
867,350__265.466667MHz,350,265.466667
868,350__265.600000MHz,350,265.6
869,350__265.733333MHz,350,265.733333
870,350__265.866667MHz,350,265.866667
871,350__266.000000MHz,350,266.0
872,350__266.133333MHz,350,266.133333
873,350__266.266667MHz,350,266.266667
874,350__266.400000MHz,350,266.4
875,350__266.533333MHz,350,266.533333
876,350__266.666667MHz,350,266.666667
877,350__266.800000MHz,350,266.8
878,350__266.933333MHz,350,266.933333
879,350__267.066667MHz,350,267.066667
880,350__267.200000MHz,350,267.2
881,350__267.333333MHz,350,267.333333
882,350__267.466667MHz,350,267.466667
883,350__267.600000MHz,350,267.6
884,350__267.733333MHz,350,267.733333
885,350__267.866667MHz,350,267.866667
886,350__268.000000MHz,350,268.0
887,350__268.133333MHz,350,268.133333
888,350__268.266667MHz,350,268.266667
889,350__268.400000MHz,350,268.4
890,350__268.533333MHz,350,268.533333
891,350__268.666667MHz,350,268.666667
892,350__268.800000MHz,350,268.8
893,350__268.933333MHz,350,268.933333
894,350__269.066667MHz,350,269.066667
895,350__269.200000MHz,350,269.2
896,350__269.333333MHz,350,269.333333
897,350__269.466667MHz,350,269.466667
898,350__269.600000MHz,350,269.6
899,350__269.733333MHz,350,269.733333
900,350__269.866667MHz,350,269.866667
901,350__270.000000MHz,350,270.0
902,350__270.133333MHz,350,270.133333
903,350__270.266667MHz,350,270.266667
904,350__270.400000MHz,350,270.4
905,350__270.533333MHz,350,270.533333
906,350__270.666667MHz,350,270.666667
907,350__270.800000MHz,350,270.8
908,350__270.933333MHz,350,270.933333
909,350__271.066667MHz,350,271.066667
910,350__271.200000MHz,350,271.2
911,350__271.333333MHz,350,271.333333
912,350__271.466667MHz,350,271.466667
913,350__271.600000MHz,350,271.6
914,350__271.733333MHz,350,271.733333
915,350__271.866667MHz,350,271.866667
916,350__272.000000MHz,350,272.0
917,350__272.133333MHz,350,272.133333
918,350__272.266667MHz,350,272.266667
919,350__272.400000MHz,350,272.4
920,350__272.533333MHz,350,272.533333
921,350__272.666667MHz,350,272.666667
922,350__272.800000MHz,350,272.8
923,350__272.933333MHz,350,272.933333
924,350__273.066667MHz,350,273.066667
925,350__273.200000MHz,350,273.2
926,350__273.333333MHz,350,273.333333
927,350__273.466667MHz,350,273.466667
928,350__273.600000MHz,350,273.6
929,350__273.733333MHz,350,273.733333
930,350__273.866667MHz,350,273.866667
931,350__274.000000MHz,350,274.0
932,350__274.133333MHz,350,274.133333
933,350__274.266667MHz,350,274.266667
934,350__274.400000MHz,350,274.4
935,350__274.533333MHz,350,274.533333
936,350__274.666667MHz,350,274.666667
937,350__274.800000MHz,350,274.8
938,350__274.933333MHz,350,274.933333
939,350__275.066667MHz,350,275.066667
940,350__275.200000MHz,350,275.2
941,350__275.333333MHz,350,275.333333
942,350__275.466667MHz,350,275.466667
943,350__275.600000MHz,350,275.6
944,350__275.733333MHz,350,275.733333
945,350__275.866667MHz,350,275.866667
946,350__276.000000MHz,350,276.0
947,350__276.133333MHz,350,276.133333
948,350__276.266667MHz,350,276.266667
949,350__276.400000MHz,350,276.4
950,350__276.533333MHz,350,276.533333
951,350__276.666667MHz,350,276.666667
952,350__276.800000MHz,350,276.8
953,350__276.933333MHz,350,276.933333
954,350__277.066667MHz,350,277.066667
955,350__277.200000MHz,350,277.2
956,350__277.333333MHz,350,277.333333
957,350__277.466667MHz,350,277.466667
958,350__277.600000MHz,350,277.6
959,350__277.733333MHz,350,277.733333
960,350__277.866667MHz,350,277.866667
961,350__278.000000MHz,350,278.0
962,350__278.133333MHz,350,278.133333
963,350__278.266667MHz,350,278.266667
964,350__278.400000MHz,350,278.4
965,350__278.533333MHz,350,278.533333
966,350__278.666667MHz,350,278.666667
967,350__278.800000MHz,350,278.8
968,350__278.933333MHz,350,278.933333
969,350__279.066667MHz,350,279.066667
970,350__279.200000MHz,350,279.2
971,350__279.333333MHz,350,279.333333
972,350__279.466667MHz,350,279.466667
973,350__279.600000MHz,350,279.6
974,350__279.733333MHz,350,279.733333
975,350__279.866667MHz,350,279.866667
976,350__280.000000MHz,350,280.0
977,350__280.133333MHz,350,280.133333
978,350__280.266667MHz,350,280.266667
979,350__280.400000MHz,350,280.4
980,350__280.533333MHz,350,280.533333
981,350__280.666667MHz,350,280.666667
982,350__280.800000MHz,350,280.8
983,350__280.933333MHz,350,280.933333
984,350__281.066667MHz,350,281.066667
985,350__281.200000MHz,350,281.2
986,350__281.333333MHz,350,281.333333
987,350__281.466667MHz,350,281.466667
988,350__281.600000MHz,350,281.6
989,350__281.733333MHz,350,281.733333
990,350__281.866667MHz,350,281.866667
991,350__282.000000MHz,350,282.0
992,350__282.133333MHz,350,282.133333
993,350__282.266667MHz,350,282.266667
994,350__282.400000MHz,350,282.4
995,350__282.533333MHz,350,282.533333
996,350__282.666667MHz,350,282.666667
997,350__282.800000MHz,350,282.8
998,350__282.933333MHz,350,282.933333
999,350__283.066667MHz,350,283.066667
1000,350__283.200000MHz,350,283.2
1001,350__283.333333MHz,350,283.333333
1002,350__283.466667MHz,350,283.466667
1003,350__283.600000MHz,350,283.6
1004,350__283.733333MHz,350,283.733333
1005,350__283.866667MHz,350,283.866667
1006,350__284.000000MHz,350,284.0
1007,350__284.133333MHz,350,284.133333
1008,350__284.266667MHz,350,284.266667
1009,350__284.400000MHz,350,284.4
1010,350__284.533333MHz,350,284.533333
1011,350__284.666667MHz,350,284.666667
1012,350__284.800000MHz,350,284.8
1013,350__284.933333MHz,350,284.933333
1014,350__285.066667MHz,350,285.066667
1015,350__285.200000MHz,350,285.2
1016,350__285.333333MHz,350,285.333333
1017,350__285.466667MHz,350,285.466667
1018,350__285.600000MHz,350,285.6
1019,350__285.733333MHz,350,285.733333
1020,350__285.866667MHz,350,285.866667
1021,350__286.000000MHz,350,286.0
1022,350__286.133333MHz,350,286.133333
1023,350__286.266667MHz,350,286.266667
1024,350__286.400000MHz,350,286.4
1025,350__286.533333MHz,350,286.533333
1026,350__286.666667MHz,350,286.666667
1027,350__286.800000MHz,350,286.8
1028,350__286.933333MHz,350,286.933333
1029,350__287.066667MHz,350,287.066667
1030,350__287.200000MHz,350,287.2
1031,350__287.333333MHz,350,287.333333
1032,350__287.466667MHz,350,287.466667
1033,350__287.600000MHz,350,287.6
1034,350__287.733333MHz,350,287.733333
1035,350__287.866667MHz,350,287.866667
1036,350__288.000000MHz,350,288.0
1037,350__288.133333MHz,350,288.133333
1038,350__288.266667MHz,350,288.266667
1039,350__288.400000MHz,350,288.4
1040,350__288.533333MHz,350,288.533333
1041,350__288.666667MHz,350,288.666667
1042,350__288.800000MHz,350,288.8
1043,350__288.933333MHz,350,288.933333
1044,350__289.066667MHz,350,289.066667
1045,350__289.200000MHz,350,289.2
1046,350__289.333333MHz,350,289.333333
1047,350__289.466667MHz,350,289.466667
1048,350__289.600000MHz,350,289.6
1049,350__289.733333MHz,350,289.733333
1050,350__289.866667MHz,350,289.866667
1051,350__290.000000MHz,350,290.0
1052,350__290.133333MHz,350,290.133333
1053,350__290.266667MHz,350,290.266667
1054,350__290.400000MHz,350,290.4
1055,350__290.533333MHz,350,290.533333
1056,350__290.666667MHz,350,290.666667
1057,350__290.800000MHz,350,290.8
1058,350__290.933333MHz,350,290.933333
1059,350__291.066667MHz,350,291.066667
1060,350__291.200000MHz,350,291.2
1061,350__291.333333MHz,350,291.333333
1062,350__291.466667MHz,350,291.466667
1063,350__291.600000MHz,350,291.6
1064,350__291.733333MHz,350,291.733333
1065,350__291.866667MHz,350,291.866667
1066,350__292.000000MHz,350,292.0
1067,350__292.133333MHz,350,292.133333
1068,350__292.266667MHz,350,292.266667
1069,350__292.400000MHz,350,292.4
1070,350__292.533333MHz,350,292.533333
1071,350__292.666667MHz,350,292.666667
1072,350__292.800000MHz,350,292.8
1073,350__292.933333MHz,350,292.933333
1074,350__293.066667MHz,350,293.066667
1075,350__293.200000MHz,350,293.2
1076,350__293.333333MHz,350,293.333333
1077,350__293.466667MHz,350,293.466667
1078,350__293.600000MHz,350,293.6
1079,350__293.733333MHz,350,293.733333
1080,350__293.866667MHz,350,293.866667
1081,350__294.000000MHz,350,294.0
1082,350__294.133333MHz,350,294.133333
1083,350__294.266667MHz,350,294.266667
1084,350__294.400000MHz,350,294.4
1085,350__294.533333MHz,350,294.533333
1086,350__294.666667MHz,350,294.666667
1087,350__294.800000MHz,350,294.8
1088,350__294.933333MHz,350,294.933333
1089,350__295.066667MHz,350,295.066667
1090,350__295.200000MHz,350,295.2
1091,350__295.333333MHz,350,295.333333
1092,350__295.466667MHz,350,295.466667
1093,350__295.600000MHz,350,295.6
1094,350__295.733333MHz,350,295.733333
1095,350__295.866667MHz,350,295.866667
1096,350__296.000000MHz,350,296.0
1097,350__296.133333MHz,350,296.133333
1098,350__296.266667MHz,350,296.266667
1099,350__296.400000MHz,350,296.4
1100,350__296.533333MHz,350,296.533333
1101,350__296.666667MHz,350,296.666667
1102,350__296.800000MHz,350,296.8
1103,350__296.933333MHz,350,296.933333
1104,350__297.066667MHz,350,297.066667
1105,350__297.200000MHz,350,297.2
1106,350__297.333333MHz,350,297.333333
1107,350__297.466667MHz,350,297.466667
1108,350__297.600000MHz,350,297.6
1109,350__297.733333MHz,350,297.733333
1110,350__297.866667MHz,350,297.866667
1111,350__298.000000MHz,350,298.0
1112,350__298.133333MHz,350,298.133333
1113,350__298.266667MHz,350,298.266667
1114,350__298.400000MHz,350,298.4
1115,350__298.533333MHz,350,298.533333
1116,350__298.666667MHz,350,298.666667
1117,350__298.800000MHz,350,298.8
1118,350__298.933333MHz,350,298.933333
1119,350__299.066667MHz,350,299.066667
1120,350__299.200000MHz,350,299.2
1121,350__299.333333MHz,350,299.333333
1122,350__299.466667MHz,350,299.466667
1123,350__299.600000MHz,350,299.6
1124,350__299.733333MHz,350,299.733333
1125,350__299.866667MHz,350,299.866667
1126,350__300.000000MHz,350,300.0
1127,350__300.133333MHz,350,300.133333
1128,350__300.266667MHz,350,300.266667
1129,350__300.400000MHz,350,300.4
1130,350__300.533333MHz,350,300.533333
1131,350__300.666667MHz,350,300.666667
1132,350__300.800000MHz,350,300.8
1133,350__300.933333MHz,350,300.933333
1134,350__301.066667MHz,350,301.066667
1135,350__301.200000MHz,350,301.2
1136,350__301.333333MHz,350,301.333333
1137,350__301.466667MHz,350,301.466667
1138,350__301.600000MHz,350,301.6
1139,350__301.733333MHz,350,301.733333
1140,350__301.866667MHz,350,301.866667
1141,350__302.000000MHz,350,302.0
1142,350__302.133333MHz,350,302.133333
1143,350__302.266667MHz,350,302.266667
1144,350__302.400000MHz,350,302.4
1145,350__302.533333MHz,350,302.533333
1146,350__302.666667MHz,350,302.666667
1147,350__302.800000MHz,350,302.8
1148,350__302.933333MHz,350,302.933333
1149,350__303.066667MHz,350,303.066667
1150,350__303.200000MHz,350,303.2
1151,350__303.333333MHz,350,303.333333
1152,350__303.466667MHz,350,303.466667
1153,350__303.600000MHz,350,303.6
1154,350__303.733333MHz,350,303.733333
1155,350__303.866667MHz,350,303.866667
1156,350__304.000000MHz,350,304.0
1157,350__304.133333MHz,350,304.133333
1158,350__304.266667MHz,350,304.266667
1159,350__304.400000MHz,350,304.4
1160,350__304.533333MHz,350,304.533333
1161,350__304.666667MHz,350,304.666667
1162,350__304.800000MHz,350,304.8
1163,350__304.933333MHz,350,304.933333
1164,350__305.066667MHz,350,305.066667
1165,350__305.200000MHz,350,305.2
1166,350__305.333333MHz,350,305.333333
1167,350__305.466667MHz,350,305.466667
1168,350__305.600000MHz,350,305.6
1169,350__305.733333MHz,350,305.733333
1170,350__305.866667MHz,350,305.866667
1171,350__306.000000MHz,350,306.0
1172,350__306.133333MHz,350,306.133333
1173,350__306.266667MHz,350,306.266667
1174,350__306.400000MHz,350,306.4
1175,350__306.533333MHz,350,306.533333
1176,350__306.666667MHz,350,306.666667
1177,350__306.800000MHz,350,306.8
1178,350__306.933333MHz,350,306.933333
1179,350__307.066667MHz,350,307.066667
1180,350__307.200000MHz,350,307.2
1181,350__307.333333MHz,350,307.333333
1182,350__307.466667MHz,350,307.466667
1183,350__307.600000MHz,350,307.6
1184,350__307.733333MHz,350,307.733333
1185,350__307.866667MHz,350,307.866667
1186,350__308.000000MHz,350,308.0
1187,350__308.133333MHz,350,308.133333
1188,350__308.266667MHz,350,308.266667
1189,350__308.400000MHz,350,308.4
1190,350__308.533333MHz,350,308.533333
1191,350__308.666667MHz,350,308.666667
1192,350__308.800000MHz,350,308.8
1193,350__308.933333MHz,350,308.933333
1194,350__309.066667MHz,350,309.066667
1195,350__309.200000MHz,350,309.2
1196,350__309.333333MHz,350,309.333333
1197,350__309.466667MHz,350,309.466667
1198,350__309.600000MHz,350,309.6
1199,350__309.733333MHz,350,309.733333
1200,350__309.866667MHz,350,309.866667
1201,350__310.000000MHz,350,310.0
1202,350__310.133333MHz,350,310.133333
1203,350__310.266667MHz,350,310.266667
1204,350__310.400000MHz,350,310.4
1205,350__310.533333MHz,350,310.533333
1206,350__310.666667MHz,350,310.666667
1207,350__310.800000MHz,350,310.8
1208,350__310.933333MHz,350,310.933333
1209,350__311.066667MHz,350,311.066667
1210,350__311.200000MHz,350,311.2
1211,350__311.333333MHz,350,311.333333
1212,350__311.466667MHz,350,311.466667
1213,350__311.600000MHz,350,311.6
1214,350__311.733333MHz,350,311.733333
1215,350__311.866667MHz,350,311.866667
1216,350__312.000000MHz,350,312.0
1217,350__312.133333MHz,350,312.133333
1218,350__312.266667MHz,350,312.266667
1219,350__312.400000MHz,350,312.4
1220,350__312.533333MHz,350,312.533333
1221,350__312.666667MHz,350,312.666667
1222,350__312.800000MHz,350,312.8
1223,350__312.933333MHz,350,312.933333
1224,350__313.066667MHz,350,313.066667
1225,350__313.200000MHz,350,313.2
1226,350__313.333333MHz,350,313.333333
1227,350__313.466667MHz,350,313.466667
1228,350__313.600000MHz,350,313.6
1229,350__313.733333MHz,350,313.733333
1230,350__313.866667MHz,350,313.866667
1231,350__314.000000MHz,350,314.0
1232,350__314.133333MHz,350,314.133333
1233,350__314.266667MHz,350,314.266667
1234,350__314.400000MHz,350,314.4
1235,350__314.533333MHz,350,314.533333
1236,350__314.666667MHz,350,314.666667
1237,350__314.800000MHz,350,314.8
1238,350__314.933333MHz,350,314.933333
1239,350__315.066667MHz,350,315.066667
1240,350__315.200000MHz,350,315.2
1241,350__315.333333MHz,350,315.333333
1242,350__315.466667MHz,350,315.466667
1243,350__315.600000MHz,350,315.6
1244,350__315.733333MHz,350,315.733333
1245,350__315.866667MHz,350,315.866667
1246,350__316.000000MHz,350,316.0
1247,350__316.133333MHz,350,316.133333
1248,350__316.266667MHz,350,316.266667
1249,350__316.400000MHz,350,316.4
1250,350__316.533333MHz,350,316.533333
1251,350__316.666667MHz,350,316.666667
1252,350__316.800000MHz,350,316.8
1253,350__316.933333MHz,350,316.933333
1254,350__317.066667MHz,350,317.066667
1255,350__317.200000MHz,350,317.2
1256,350__317.333333MHz,350,317.333333
1257,350__317.466667MHz,350,317.466667
1258,350__317.600000MHz,350,317.6
1259,350__317.733333MHz,350,317.733333
1260,350__317.866667MHz,350,317.866667
1261,350__318.000000MHz,350,318.0
1262,350__318.133333MHz,350,318.133333
1263,350__318.266667MHz,350,318.266667
1264,350__318.400000MHz,350,318.4
1265,350__318.533333MHz,350,318.533333
1266,350__318.666667MHz,350,318.666667
1267,350__318.800000MHz,350,318.8
1268,350__318.933333MHz,350,318.933333
1269,350__319.066667MHz,350,319.066667
1270,350__319.200000MHz,350,319.2
1271,350__319.333333MHz,350,319.333333
1272,350__319.466667MHz,350,319.466667
1273,350__319.600000MHz,350,319.6
1274,350__319.733333MHz,350,319.733333
1275,350__319.866667MHz,350,319.866667
1276,350__320.000000MHz,350,320.0
1277,350__320.133333MHz,350,320.133333
1278,350__320.266667MHz,350,320.266667
1279,350__320.400000MHz,350,320.4
1280,350__320.533333MHz,350,320.533333
1281,350__320.666667MHz,350,320.666667
1282,350__320.800000MHz,350,320.8
1283,350__320.933333MHz,350,320.933333
1284,350__321.066667MHz,350,321.066667
1285,350__321.200000MHz,350,321.2
1286,350__321.333333MHz,350,321.333333
1287,350__321.466667MHz,350,321.466667
1288,350__321.600000MHz,350,321.6
1289,350__321.733333MHz,350,321.733333
1290,350__321.866667MHz,350,321.866667
1291,350__322.000000MHz,350,322.0
1292,350__322.133333MHz,350,322.133333
1293,350__322.266667MHz,350,322.266667
1294,350__322.400000MHz,350,322.4
1295,350__322.533333MHz,350,322.533333
1296,350__322.666667MHz,350,322.666667
1297,350__322.800000MHz,350,322.8
1298,350__322.933333MHz,350,322.933333
1299,350__323.066667MHz,350,323.066667
1300,350__323.200000MHz,350,323.2
1301,350__323.333333MHz,350,323.333333
1302,350__323.466667MHz,350,323.466667
1303,350__323.600000MHz,350,323.6
1304,350__323.733333MHz,350,323.733333
1305,350__323.866667MHz,350,323.866667
1306,350__324.000000MHz,350,324.0
1307,350__324.133333MHz,350,324.133333
1308,350__324.266667MHz,350,324.266667
1309,350__324.400000MHz,350,324.4
1310,350__324.533333MHz,350,324.533333
1311,350__324.666667MHz,350,324.666667
1312,350__324.800000MHz,350,324.8
1313,350__324.933333MHz,350,324.933333
1314,350__325.066667MHz,350,325.066667
1315,350__325.200000MHz,350,325.2
1316,350__325.333333MHz,350,325.333333
1317,350__325.466667MHz,350,325.466667
1318,350__325.600000MHz,350,325.6
1319,350__325.733333MHz,350,325.733333
1320,350__325.866667MHz,350,325.866667
1321,350__326.000000MHz,350,326.0
1322,350__326.133333MHz,350,326.133333
1323,350__326.266667MHz,350,326.266667
1324,350__326.400000MHz,350,326.4
1325,350__326.533333MHz,350,326.533333
1326,350__326.666667MHz,350,326.666667
1327,350__326.800000MHz,350,326.8
1328,350__326.933333MHz,350,326.933333
1329,350__327.066667MHz,350,327.066667
1330,350__327.200000MHz,350,327.2
1331,350__327.333333MHz,350,327.333333
1332,350__327.466667MHz,350,327.466667
1333,350__327.600000MHz,350,327.6
1334,350__327.733333MHz,350,327.733333
1335,350__327.866667MHz,350,327.866667
1336,350__328.000000MHz,350,328.0
1337,350__328.133333MHz,350,328.133333
1338,350__328.266667MHz,350,328.266667
1339,350__328.400000MHz,350,328.4
1340,350__328.533333MHz,350,328.533333
1341,350__328.666667MHz,350,328.666667
1342,350__328.800000MHz,350,328.8
1343,350__328.933333MHz,350,328.933333
1344,350__329.066667MHz,350,329.066667
1345,350__329.200000MHz,350,329.2
1346,350__329.333333MHz,350,329.333333
1347,350__329.466667MHz,350,329.466667
1348,350__329.600000MHz,350,329.6
1349,350__329.733333MHz,350,329.733333
1350,350__329.866667MHz,350,329.866667
1351,350__330.000000MHz,350,330.0
1352,350__330.133333MHz,350,330.133333
1353,350__330.266667MHz,350,330.266667
1354,350__330.400000MHz,350,330.4
1355,350__330.533333MHz,350,330.533333
1356,350__330.666667MHz,350,330.666667
1357,350__330.800000MHz,350,330.8
1358,350__330.933333MHz,350,330.933333
1359,350__331.066667MHz,350,331.066667
1360,350__331.200000MHz,350,331.2
1361,350__331.333333MHz,350,331.333333
1362,350__331.466667MHz,350,331.466667
1363,350__331.600000MHz,350,331.6
1364,350__331.733333MHz,350,331.733333
1365,350__331.866667MHz,350,331.866667
1366,350__332.000000MHz,350,332.0
1367,350__332.133333MHz,350,332.133333
1368,350__332.266667MHz,350,332.266667
1369,350__332.400000MHz,350,332.4
1370,350__332.533333MHz,350,332.533333
1371,350__332.666667MHz,350,332.666667
1372,350__332.800000MHz,350,332.8
1373,350__332.933333MHz,350,332.933333
1374,350__333.066667MHz,350,333.066667
1375,350__333.200000MHz,350,333.2
1376,350__333.333333MHz,350,333.333333
1377,350__333.466667MHz,350,333.466667
1378,350__333.600000MHz,350,333.6
1379,350__333.733333MHz,350,333.733333
1380,350__333.866667MHz,350,333.866667
1381,350__334.000000MHz,350,334.0
1382,350__334.133333MHz,350,334.133333
1383,350__334.266667MHz,350,334.266667
1384,350__334.400000MHz,350,334.4
1385,350__334.533333MHz,350,334.533333
1386,350__334.666667MHz,350,334.666667
1387,350__334.800000MHz,350,334.8
1388,350__334.933333MHz,350,334.933333
1389,350__335.066667MHz,350,335.066667
1390,350__335.200000MHz,350,335.2
1391,350__335.333333MHz,350,335.333333
1392,350__335.466667MHz,350,335.466667
1393,350__335.600000MHz,350,335.6
1394,350__335.733333MHz,350,335.733333
1395,350__335.866667MHz,350,335.866667
1396,350__336.000000MHz,350,336.0
1397,350__336.133333MHz,350,336.133333
1398,350__336.266667MHz,350,336.266667
1399,350__336.400000MHz,350,336.4
1400,350__336.533333MHz,350,336.533333
1401,350__336.666667MHz,350,336.666667
1402,350__336.800000MHz,350,336.8
1403,350__336.933333MHz,350,336.933333
1404,350__337.066667MHz,350,337.066667
1405,350__337.200000MHz,350,337.2
1406,350__337.333333MHz,350,337.333333
1407,350__337.466667MHz,350,337.466667
1408,350__337.600000MHz,350,337.6
1409,350__337.733333MHz,350,337.733333
1410,350__337.866667MHz,350,337.866667
1411,350__338.000000MHz,350,338.0
1412,350__338.133333MHz,350,338.133333
1413,350__338.266667MHz,350,338.266667
1414,350__338.400000MHz,350,338.4
1415,350__338.533333MHz,350,338.533333
1416,350__338.666667MHz,350,338.666667
1417,350__338.800000MHz,350,338.8
1418,350__338.933333MHz,350,338.933333
1419,350__339.066667MHz,350,339.066667
1420,350__339.200000MHz,350,339.2
1421,350__339.333333MHz,350,339.333333
1422,350__339.466667MHz,350,339.466667
1423,350__339.600000MHz,350,339.6
1424,350__339.733333MHz,350,339.733333
1425,350__339.866667MHz,350,339.866667
1426,350__340.000000MHz,350,340.0
1427,350__340.133333MHz,350,340.133333
1428,350__340.266667MHz,350,340.266667
1429,350__340.400000MHz,350,340.4
1430,350__340.533333MHz,350,340.533333
1431,350__340.666667MHz,350,340.666667
1432,350__340.800000MHz,350,340.8
1433,350__340.933333MHz,350,340.933333
1434,350__341.066667MHz,350,341.066667
1435,350__341.200000MHz,350,341.2
1436,350__341.333333MHz,350,341.333333
1437,350__341.466667MHz,350,341.466667
1438,350__341.600000MHz,350,341.6
1439,350__341.733333MHz,350,341.733333
1440,350__341.866667MHz,350,341.866667
1441,350__342.000000MHz,350,342.0
1442,350__342.133333MHz,350,342.133333
1443,350__342.266667MHz,350,342.266667
1444,350__342.400000MHz,350,342.4
1445,350__342.533333MHz,350,342.533333
1446,350__342.666667MHz,350,342.666667
1447,350__342.800000MHz,350,342.8
1448,350__342.933333MHz,350,342.933333
1449,350__343.066667MHz,350,343.066667
1450,350__343.200000MHz,350,343.2
1451,350__343.333333MHz,350,343.333333
1452,350__343.466667MHz,350,343.466667
1453,350__343.600000MHz,350,343.6
1454,350__343.733333MHz,350,343.733333
1455,350__343.866667MHz,350,343.866667
1456,350__344.000000MHz,350,344.0
1457,350__344.133333MHz,350,344.133333
1458,350__344.266667MHz,350,344.266667
1459,350__344.400000MHz,350,344.4
1460,350__344.533333MHz,350,344.533333
1461,350__344.666667MHz,350,344.666667
1462,350__344.800000MHz,350,344.8
1463,350__344.933333MHz,350,344.933333
1464,350__345.066667MHz,350,345.066667
