Trace Data,
94680000,-63.86
95066667,-63.56
95453333,-62.95
95840000,-62.52
96226667,-62.4
96613333,-62.07
97000000,-61.83
97386667,-61.68
97773333,-61.52
98160000,-61.43
98546667,-61.27
98933333,-61.12
99320000,-60.88
99706667,-60.78
100093333,-60.65
100480000,-60.38
100866667,-60.18
101253333,-60.11
101640000,-59.81
102026667,-59.59
102413333,-59.45
102800000,-59.15
103186667,-58.82
103573333,-58.57
103960000,-58.23
104346667,-57.82
104733333,-57.44
105120000,-57.16
105506667,-56.64
105893333,-56.23
106280000,-55.87
106666667,-55.36
107053333,-55.01
107440000,-54.85
107826667,-54.7
108213333,-54.85
108600000,-55.33
108986667,-56.12
109373333,-57.1
109760000,-58.53
110146667,-59.89
110533333,-61.37
110920000,-62.9
111306667,-64.37
111693333,-65.98
112080000,-67.39
112466667,-69.03
112853333,-70.51
113240000,-71.76
113626667,-73.77
114013333,-75.4
114400000,-76.88
114786667,-77.86
115173333,-78.99
115560000,-79.52
115946667,-79.44
116333333,-78.77
116720000,-78.17
117106667,-77.77
117493333,-77.12
117880000,-76.65
118266667,-76.41
118653333,-76.15
119040000,-75.9
119426667,-75.68
119813333,-75.52
120200000,-75.19
120586667,-75.17
120973333,-75.38
121360000,-75.11
121746667,-75.19
122133333,-74.94
122520000,-74.9
122906667,-74.64
123293333,-74.39
123680000,-73.99
124066667,-74.24
124453333,-73.64
124840000,-73.9
125226667,-73.47
125613333,-73.09
126000000,-73.31
126386667,-72.87
126773333,-72.74
127160000,-72.49
127546667,-72.41
127933333,-72.07
128320000,-71.74
128706667,-71.48
129093333,-71.09
129480000,-70.93
129866667,-70.94
130253333,-70.19
130640000,-70.14
131026667,-69.86
131413333,-69.39
131800000,-69.2
132186667,-68.86
132573333,-68.43
132960000,-67.8
133346667,-67.37
133733333,-66.92
134120000,-66.15
134506667,-65.66
134893333,-64.83
135280000,-64.18
135666667,-63.36
136053333,-62.65
136440000,-61.82
136826667,-60.82
137213333,-60.22
137600000,-59.57
137986667,-59.02
138373333,-58.69
138760000,-58.57
139146667,-58.49
139533333,-58.56
139920000,-58.75
140306667,-58.9
140693333,-59.19
141080000,-59.45
141466667,-59.62
141853333,-59.79
142240000,-59.9
142626667,-60.02
143013333,-59.91
143400000,-59.82
143786667,-59.73
144173333,-59.5
144560000,-59.3
144946667,-58.99
145333333,-58.7
145720000,-58.24
146106667,-57.79
146493333,-57.32
146880000,-56.82
147266667,-56.41
147653333,-55.93
148040000,-55.47
148426667,-55.02
148813333,-54.71
149200000,-54.35
149586667,-54.07
149973333,-53.89
150360000,-53.7
150746667,-53.61
151133333,-53.58
151520000,-53.57
151906667,-53.64
152293333,-53.73
152680000,-53.92
153066667,-54.07
153453333,-54.37
153840000,-54.68
154226667,-54.98
154613333,-55.3
155000000,-55.75
155386667,-56.17
155773333,-56.48
156160000,-56.96
156546667,-57.37
156933333,-57.8
157320000,-58.22
157706667,-58.63
158093333,-59.05
158480000,-59.55
158866667,-59.92
159253333,-60.27
159640000,-60.62
160026667,-60.92
160413333,-61.27
160800000,-61.74
161186667,-62.07
161573333,-62.4
161960000,-62.65
162346667,-62.94
162733333,-63.36
163120000,-63.51
163506667,-63.82
163893333,-64.12
164280000,-64.37
164666667,-64.43
165053333,-64.67
165440000,-64.82
165826667,-65.07
166213333,-65.23
166600000,-65.4
166986667,-65.62
167373333,-65.66
167760000,-65.71
168146667,-65.75
168533333,-65.63
168920000,-65.57
169306667,-65.55
169693333,-65.3
170080000,-65.35
170466667,-65.01
170853333,-64.71
171240000,-64.34
171626667,-63.96
172013333,-63.43
172400000,-63.04
172786667,-62.4
173173333,-61.98
173560000,-61.33
173946667,-60.75
174333333,-60.14
174720000,-59.5
175106667,-58.89
175493333,-58.3
175880000,-57.74
176266667,-57.16
176653333,-56.6
177040000,-56.04
177426667,-55.51
177813333,-55.03
178200000,-54.59
178586667,-54.24
178973333,-53.76
179360000,-53.38
179746667,-53.02
180133333,-52.69
180520000,-52.31
180906667,-51.93
181293333,-51.57
181680000,-51.11
182066667,-50.69
182453333,-50.22
182840000,-49.69
183226667,-49.15
183613333,-48.6
184000000,-47.94
184386667,-47.3
184773333,-46.72
185160000,-46.13
185546667,-45.62
185933333,-45.19
186320000,-44.84
186706667,-44.64
187093333,-44.54
187480000,-44.51
187866667,-44.54
188253333,-44.63
188640000,-44.82
189026667,-45.04
189413333,-45.28
189800000,-45.6
190186667,-45.95
190573333,-46.26
190960000,-46.68
191346667,-47.12
191733333,-47.52
192120000,-47.98
192506667,-48.53
192893333,-48.98
193280000,-49.47
193666667,-50.03
194053333,-50.56
194440000,-51.05
194826667,-51.56
195213333,-52.16
195600000,-52.64
195986667,-53.2
196373333,-53.76
196760000,-54.19
197146667,-54.72
197533333,-55.24
197920000,-55.72
198306667,-56.12
198693333,-56.64
199080000,-57.08
199466667,-57.42
199853333,-57.89
200240000,-58.29
200626667,-58.64
201013333,-59.01
201400000,-59.3
201786667,-59.54
202173333,-59.88
202560000,-60.14
202946667,-60.33
203333333,-60.48
203720000,-60.57
204106667,-60.55
204493333,-60.62
204880000,-60.63
205266667,-60.55
205653333,-60.61
206040000,-60.56
206426667,-60.54
206813333,-60.42
207200000,-60.38
207586667,-60.4
207973333,-60.33
208360000,-60.38
208746667,-60.44
209133333,-60.43
209520000,-60.49
209906667,-60.49
210293333,-60.58
210680000,-60.61
211066667,-60.7
211453333,-60.7
211840000,-60.71
212226667,-60.73
212613333,-60.87
213000000,-60.86
213386667,-61
213773333,-60.96
214160000,-60.95
214546667,-61.02
214933333,-61.07
215320000,-61.16
215706667,-61.16
216093333,-61.14
216480000,-61.14
216866667,-61.17
217253333,-61.23
217640000,-61.23
218026667,-61.34
218413333,-61.35
218800000,-61.42
219186667,-61.31
219573333,-61.34
219960000,-61.42
220346667,-61.32
220733333,-61.43
221120000,-61.44
221506667,-61.34
221893333,-61.43
222280000,-61.4
222666667,-61.37
223053333,-61.33
223440000,-61.27
223826667,-61.26
224213333,-61.31
224600000,-61.36
224986667,-61.32
225373333,-61.3
225760000,-61.15
226146667,-61.25
226533333,-61.26
226920000,-61.28
227306667,-61.26
227693333,-61.32
228080000,-61.24
228466667,-61.37
228853333,-61.29
229240000,-61.3
229626667,-61.27
230013333,-61.29
230400000,-61.34
230786667,-61.39
231173333,-61.39
231560000,-61.29
231946667,-61.46
232333333,-61.43
232720000,-61.36
233106667,-61.38
233493333,-61.27
233880000,-61.32
234266667,-61.11
234653333,-61.11
235040000,-60.98
235426667,-60.82
235813333,-60.77
236200000,-60.73
236586667,-60.63
236973333,-60.47
237360000,-60.48
237746667,-60.33
238133333,-60.23
238520000,-60.19
238906667,-60.21
239293333,-60.06
239680000,-60.1
240066667,-60.12
240453333,-59.97
240840000,-59.98
241226667,-60.06
241613333,-60.07
242000000,-60.2
242386667,-60.32
242773333,-60.33
243160000,-60.47
243546667,-60.55
243933333,-60.76
244320000,-60.92
244706667,-61.13
245093333,-61.25
245480000,-61.46
245866667,-61.54
246253333,-61.8
246640000,-62
247026667,-62.13
247413333,-62.39
247800000,-62.51
248186667,-62.79
248573333,-62.84
248960000,-63.06
249346667,-63.05
249733333,-63.31
250120000,-63.34
250506667,-63.47
250893333,-63.57
251280000,-63.67
251666667,-63.63
252053333,-63.56
252440000,-63.79
252826667,-63.73
253213333,-63.71
253600000,-63.84
253986667,-63.87
254373333,-63.78
254760000,-63.81
255146667,-63.73
255533333,-63.86
255920000,-63.74
256306667,-63.91
256693333,-63.84
257080000,-63.74
257466667,-63.83
257853333,-63.78
258240000,-63.76
258626667,-63.84
259013333,-63.92
259400000,-63.87
259786667,-63.98
260173333,-63.96
260560000,-64.01
260946667,-64.15
261333333,-64.21
261720000,-64.25
262106667,-64.49
262493333,-64.55
262880000,-64.72
263266667,-64.87
263653333,-64.91
264040000,-65.19
264426667,-65.48
264813333,-65.53
265200000,-65.85
265586667,-65.95
265973333,-66.21
266360000,-66.47
266746667,-66.82
267133333,-67.01
267520000,-67.35
267906667,-67.38
268293333,-67.69
268680000,-67.94
269066667,-68.16
269453333,-68.34
269840000,-68.31
270226667,-68.52
270613333,-68.45
271000000,-68.67
271386667,-68.61
271773333,-68.68
272160000,-68.69
272546667,-68.73
272933333,-68.71
273320000,-68.49
273706667,-68.67
274093333,-68.5
274480000,-68.24
274866667,-68.39
275253333,-68.24
275640000,-68.23
276026667,-68.09
276413333,-67.87
276800000,-67.74
277186667,-67.71
277573333,-67.35
277960000,-67.29
278346667,-67.11
278733333,-66.92
279120000,-66.66
279506667,-66.48
279893333,-66.3
280280000,-66.17
280666667,-66.09
281053333,-65.77
281440000,-65.49
281826667,-65.29
282213333,-65.12
282600000,-64.88
282986667,-64.6
283373333,-64.47
283760000,-64.35
284146667,-63.98
284533333,-63.9
284920000,-63.53
285306667,-63.37
285693333,-63.1
286080000,-62.92
286466667,-62.65
286853333,-62.34
287240000,-62.07
287626667,-61.98
288013333,-61.6
288400000,-61.28
288786667,-61.01
289173333,-60.66
289560000,-60.38
289946667,-59.99
290333333,-59.76
290720000,-59.51
291106667,-59.19
291493333,-58.95
291880000,-58.59
292266667,-58.27
292653333,-58.06
293040000,-57.69
293426667,-57.44
293813333,-57.1
294200000,-56.71
294586667,-56.46
294973333,-56.26
295360000,-55.87
295746667,-55.5
296133333,-55.24
296520000,-54.96
296906667,-54.67
297293333,-54.5
297680000,-54.26
298066667,-53.97
298453333,-53.8
298840000,-53.63
299226667,-53.34
299613333,-53.14
300000000,-52.94
